VideoName,AvgE,Avgh,epsilon,AvgL,avgU,energyU,avgV,energyV,Train
292,77.2375,113.835547,0.894226771,116.4208333,125.5625,11.64583333,127.5666667,6.966666667,1
293,44.55833333,16.04189105,0.180336801,121.3708333,124.6958333,20.8375,129.8916667,14.37083333,1
294,82.06666667,31.34065146,0.221473285,102.2208333,125.0166667,17.91666667,130.8916667,19.375,1
295,15.69583333,17.35142063,0.206097822,132.4583333,130.9291667,7.2375,123.8666667,6.120833333,1
296,69.39166667,42.18122971,0.059477592,111.4958333,125.775,6.745833333,128.0041667,7.266666667,1
297,119.1333333,91.09626862,0.077412276,116.5375,123.4,10.8,130.85,11.05416667,1
298,47.00833333,50.54187029,0.18060333,129.225,129.2208333,6.770833333,124.1166667,9.05,1
299,79.3625,43.17107657,0.26906678,75.8,126.5125,10.14166667,130.4958333,15.79583333,1
300,45.32916667,2.614460937,1.110843763,113.675,127,11.95,132,9.254166667,1
301,99.65,56.74560711,0.043829128,125.6083333,129.0583333,16.15,124.6708333,13.37916667,1
302,113.6,15.91950602,7.268905715,123.1666667,131.8375,14.5,124.05,13.25833333,1
303,60.99166667,89.73792552,0.066424676,78.29166667,125.0375,11.32916667,132.4666667,18.11666667,1
304,121.4041667,3.168745356,0.29964544,116.925,123.8666667,14.50833333,132,15.4875,1
305,46.525,5.73629823,0.384906133,125.4666667,128.8666667,11.85833333,121,14.02916667,1
306,31.975,15.71637379,4.077318809,112.5375,128,9.908333333,131.7375,6.429166667,0
307,117.0458333,41.79744498,0.168793857,117.0375,125,15.175,129,14.45833333,1
308,39.8125,22.29277042,0.923452263,138.1333333,112.5375,38.43333333,138.6291667,19.26666667,1
309,59.85833333,17.75372929,0.19165046,122.7833333,130.6708333,23.2875,124.0791667,17.54166667,1
310,42.47916667,32.58387603,0.126434677,104.7708333,111.0416667,12.61666667,123.1125,9.5125,1
311,15.08333333,11.89162088,0.831592738,115.2708333,127.7541667,4.720833333,125.3083333,4.8125,0
312,32.37083333,4.155040038,6.046883474,55.72916667,124.4416667,22.67916667,130,25.42083333,0
313,40.37916667,41.43504162,35.4562727,109.1208333,130.2541667,19.42083333,114.7083333,23.8625,1
314,94.175,33.89894444,0.07886643,133.2875,125,9.0125,130.0458333,16.69166667,1
315,110.4375,86.12867615,0.084620451,125.7541667,128.125,7.395833333,125.8291667,7.0625,1
316,51.06666667,23.45579247,0.055413547,98.15,123.3208333,8.245833333,129.6083333,7.916666667,1
317,33.525,25.62968577,0.043234424,151.0583333,132.9958333,3.725,116.9458333,5.4375,1
318,63.875,40.04503385,0.13223036,124.2791667,122.6458333,5.6875,127,4.654166667,1
319,0.933333333,0.49534535,2.151769308,87.16666667,116.2333333,0.779166667,153.875,0.6125,0
320,13.2625,3.655182939,20.45233469,89.50416667,117.1833333,6.275,133.7083333,5.0625,0
321,50.23333333,4.369683682,0.595657192,92.15833333,127.8083333,15.1,126.8208333,10.14583333,0
322,168.2291667,44.64895105,0.226312763,87.14583333,136.45,33.20416667,123.3375,16.8375,1
323,12.80833333,5.229834523,0.233234443,129.0875,121.5833333,6.720833333,126.1333333,6.091666667,0
324,109.8791667,24.63770485,0.072750315,123.5208333,129.6375,12.52083333,124.7041667,4.941666667,1
325,117.2666667,52.23767517,5.726007282,117.1041667,129.5625,11.45,125.9583333,11.12916667,1
326,73.8375,4.150835481,0.370471338,96.77083333,128.75,19.34166667,127.7,12.39166667,1
327,89.4625,73.95331496,2.406033918,114.7208333,128,5.754166667,126.6083333,7.941666667,1
328,32.32083333,72.66156038,0.29141709,99.22083333,117.4,21.525,135.7041667,24.3875,1
329,55.24166667,16.48054785,0.537817327,134.125,131.3416667,50.1,122.0208333,44.00833333,1
330,51.42083333,27.90282971,0.044538371,95.38333333,143.3958333,20.57083333,137.35,20.55833333,1
331,49.45,24.84545732,0.052839224,98.90833333,125.625,11.78333333,127.9791667,7.416666667,1
332,73.4875,38.52105481,0.041884235,122.475,126.1708333,6.379166667,127.1916667,7.220833333,1
333,27.10833333,8.077577531,1.013315379,103.9708333,125.4958333,9.341666667,128.2416667,7.85,0
334,30.57083333,27.28396119,1.575465956,93.14166667,126.6625,4.579166667,127.4208333,7.179166667,0
335,69.79583333,50.77068782,0.119375875,119.6375,114.1875,13.45,120.1416667,13.5125,1
336,25.33333333,30.9003728,0.05394767,124.3333333,123.8166667,5.220833333,126.9833333,3.916666667,1
337,103.1333333,10.54225146,0.328137403,124.7958333,137,8.395833333,117.1958333,8.633333333,1
338,9.958333333,2.342063817,3.336431702,70.65833333,122.9666667,4.3875,131.2125,4.579166667,0
339,111.5166667,15.15029623,44.55759958,92.5375,122.3041667,28.5625,131.5583333,22.47916667,1
340,51.59166667,103.6113476,0.154638931,130.2,126.4791667,4.870833333,127.5208333,4.541666667,1
341,87.55833333,44.60588787,0.041255377,118.4791667,126.7541667,7.525,128.7166667,9.1375,1
342,83.58333333,54.18367113,0.081164483,101.025,125.5291667,10.60833333,127.5125,9.970833333,1
343,107.5666667,73.84848954,0.041644548,116.875,124.65,11.2625,129.1666667,11.19583333,1
344,92.275,14.30949556,11.37384684,105.1708333,128,12.38333333,126,10.275,1
345,138.7875,12.1364451,0.418548276,93.27916667,131.3708333,32.44166667,126.1666667,18.59583333,1
346,118.7291667,57.39590837,0.187682476,123.3791667,124.7791667,15.26666667,126.8,8.433333333,1
347,41.22916667,6.161078008,7.835346834,106.35,128.2083333,11.50833333,125.7333333,7.041666667,0
348,47.42083333,5.920827611,8.181334382,137.9583333,117.7083333,38.75416667,145.4458333,49.49583333,1
349,87.12083333,135.4323734,0.325553149,113.6333333,125.025,10.4375,128.5833333,9.745833333,1
350,117.0958333,39.24611925,0.103446726,95.77916667,128.5916667,19.5875,128.9583333,13.875,1
351,4.291666667,3.253112975,7.047295939,59.7625,126.2875,3.429166667,130.5041667,6.875,0
352,112.2916667,46.40851004,0.098258102,106.7625,125,10.74583333,129.6375,14.7375,1
353,43.7625,8.478236318,0.260646611,92.5375,124.6541667,9.8,126.1791667,13.08333333,0
354,30.475,35.12673389,0.030096922,125.2041667,129.8125,8.279166667,116.5083333,11.63333333,1
355,12.09583333,10.20175686,0.20819565,83.90833333,125.05,9.079166667,133.2166667,11.54583333,0
356,17.9875,33.35729021,0.120476676,88.85416667,127.6083333,12.14583333,129.0666667,25.1375,0
357,104.1166667,59.09243389,0.135371026,123.75,124.9625,13.61666667,126.9291667,7.458333333,1
358,106.5166667,61.41163305,0.05239282,110.0333333,128.5333333,11.86666667,125.025,13.24166667,1
359,59.1875,54.0166795,0.042705687,118.6958333,125.4083333,8.020833333,128.3958333,6.145833333,1
360,4.033333333,1.157058435,2.936019331,51.50833333,125.2291667,2,134.4416667,10.075,0
361,34.7625,8.609376234,0.230725678,110.875,131.0416667,8.3375,115.8625,9.108333333,0
362,142.7333333,23.77726318,0.091893355,90.9875,127,16.925,130,20.57083333,1
363,61.14583333,49.35172218,0.031516173,116.3666667,122.9833333,8.520833333,127.1291667,4.608333333,1
364,110.2958333,60.91040669,0.033794151,119.0416667,126.9541667,12.49166667,127.325,10.72083333,1
365,39.2625,8.333783195,14.22317699,86.925,132.4416667,70.35833333,146.5916667,144.1333333,0
366,159.5,17.66481046,0.133102325,112.2916667,124,12.79583333,127,7.866666667,1
367,65.3625,93.16295439,0.025325624,117.0166667,130.0666667,3.995833333,125.3041667,3.9,1
368,69.7125,17.86044393,0.091695088,121.5,128,13.1875,127.3166667,8.6875,1
369,98.9875,125.8432473,0.03153286,122.8125,124.9791667,6.616666667,128.9833333,6.241666667,1
370,105.3041667,35.44114702,2.98840492,91.68333333,123.9833333,11.25416667,126.9375,8.116666667,1
371,5.85,1.149170593,5.145213313,55.45833333,124,5.858333333,134,9.35,0
372,88.94166667,14.07008213,0.158472093,118.8333333,137,8.875,118,9.179166667,1
373,154.9041667,103.1218406,0.033150506,120.0583333,123.725,9.120833333,131.1416667,12.97916667,1
374,38.46666667,52.68294423,0.098116064,87.48333333,118.7625,26.45416667,131.7541667,22.63333333,1
375,73.375,76.12778828,0.020587016,105.425,126.075,8.608333333,126.0958333,7.108333333,1
376,38.67083333,9.775083096,0.212476969,134.3833333,126.4208333,12.4125,121.825,10.01666667,1
377,109.6833333,86.5000159,0.018186319,112.5791667,119.5333333,15.38333333,126.4333333,8,1
378,41.17916667,45.675759,0.138408698,145.0125,131,6.9625,121,6.383333333,1
379,50.46666667,13.77177469,0.161007183,56.89166667,126.0333333,15.1375,128.5041667,7.358333333,0
380,90.73333333,65.23020167,0.030838296,101.7791667,125.4375,20.79166667,130.2166667,19.52916667,1
381,61.5125,54.54562845,0.024067521,123.3625,125.6916667,5.754166667,128.0958333,6.795833333,1
382,90.79166667,29.52338912,0.040926485,100.1041667,125.4625,19.2625,130,20.4,1
383,58.5125,32.12764519,0.209080023,113.1166667,125.1541667,12.375,129.0583333,10.325,1
384,115.0958333,27.18682865,0.340129328,99.82916667,126.175,29.37083333,129.1125,31.00833333,1
385,25.34583333,20.31318536,0.086054147,59.36666667,122.4375,13.60833333,131.8708333,15.7625,0
386,106.7916667,42.65822845,0.027939149,111.6166667,129.0625,9.1875,121.5916667,13.12916667,1
387,149.5291667,110.3207866,0.038858594,116.5041667,136.2333333,4.929166667,118.6708333,4.579166667,1
388,195.2458333,34.9573477,0.263200869,102.9041667,120.8166667,39.45833333,125,12.43333333,1
389,72.45833333,66.13859289,0.020228734,116.1708333,122.4583333,6.720833333,129.4166667,5.545833333,1
390,9.625,12.41877484,4.299780944,113.8125,112.0166667,6.329166667,143.375,6.666666667,0
391,26.64583333,6.836577197,0.056106018,61.5875,128,4.95,126.6875,1.995833333,0
392,51.67916667,80.4151,0.067310208,123.5375,128.7541667,2.908333333,126.3125,2.108333333,1
393,95.86666667,11.17196481,0.127597373,118.4708333,118,55.5625,128,18.375,1
394,116.1125,55.15996653,0.021272055,100.9833333,123.2375,29.20416667,130.5541667,25.79166667,1
395,110.4958333,60.99381339,0.038726506,117.1666667,126.4458333,9.633333333,127,8.004166667,1
396,6.45,3.546575485,7.42109971,142.6,97.9625,6.016666667,120,3.695833333,0
397,83.5875,34.07983849,0.043403529,101.6583333,123.8041667,13.4,130.1083333,11.3875,1
398,15.56666667,20.10779078,3.334659682,83.85416667,117.6208333,6.866666667,154.2333333,18.60416667,0
399,20.78333333,30.84897992,0.125092419,122.2041667,125.1375,11.78333333,122.7708333,10.0125,1
400,71.72083333,23.81257476,26.54764514,103.6958333,130.1916667,17.33333333,123.375,15.45833333,1
401,103.9875,53.36001242,52.38259533,112.9833333,125.8291667,9.604166667,130.0416667,12.43333333,1
402,59.49166667,23.90283556,0.032338429,119.9333333,125.2,4.795833333,127.95,5.033333333,1
403,114.2916667,51.86518159,0.046812089,122.1416667,126.3208333,8.1125,126.3125,9.183333333,1
404,23.35833333,14.29633264,0.07725112,71.89166667,119.825,11.2375,129.8791667,16.03333333,0
405,101.95,17.44057652,24.27541607,132.2541667,122,16.30416667,126.9166667,6.9875,1
406,72.5875,86.20000962,0.035963565,122.4875,123.0083333,9.254166667,130.9875,9.658333333,1
407,12.77916667,19.72265424,9.026198921,67.0875,125.3291667,9.908333333,125.95,9.016666667,0
408,66.6125,8.38349305,3.945414627,108.2,129.0416667,14.31666667,126.1333333,11.73333333,1
409,22.54166667,21.1674318,0.594349632,133.95,120.6166667,23.89166667,128.7416667,18.32916667,1
410,16.14166667,20.54389837,0.49037189,77.13333333,135.55,15.62916667,128.1166667,10.84166667,0
411,43.79166667,4.871350431,0.664813306,90.1875,118.3916667,24.95833333,122.7,23.69583333,0
412,29.55416667,24.24624062,4.815314266,69.9625,124.4791667,12.925,140.5166667,23.41666667,0
413,102.9625,29.12132594,0.318959285,91.15833333,115.2958333,45.24166667,122.925,31.79583333,1
414,92.36666667,15.25098799,0.269891697,110.8541667,122.275,12.59583333,128.275,9.1375,1
415,33.53333333,69.33452176,0.026318158,125.2708333,128.275,5.695833333,124.975,8.7,1
416,94.575,24.8797318,0.079467836,113.9375,139.0416667,4,115.8875,3.933333333,1
417,62.825,23.31770293,0.509910521,119,126,3.104166667,128,2.741666667,1
418,59.26666667,51.09159498,0.095724927,119.0291667,125.6875,9.0625,128.15,9.304166667,1
419,134.1666667,38.38228611,0.681627909,64.775,125.0208333,30.32916667,129.9791667,39.6375,1
420,8.004166667,1.793216079,0.18070139,108.2541667,118.8291667,8.533333333,126.8041667,6.516666667,0
421,65.89583333,12.24521041,15.35158974,104.4833333,130,6.904166667,128,6.870833333,1
422,43.425,6.920544854,0.493363593,90.8625,122.6791667,11.47083333,126.9166667,12.89583333,0
423,17.7625,7.810588699,0.126868842,109.7333333,127.5625,9.383333333,130.0708333,13.27083333,0
424,79.49166667,13.65308653,0.19460697,125.6416667,123.2,29.40833333,126.0875,22.03333333,1
425,107.725,26.84116265,27.51296849,124.4125,130.05,11.07083333,125.9875,11.08333333,1
426,42.80416667,54.2846769,0.056118709,104.0666667,132.6958333,13.86666667,119.65,14.05,1
427,53.52916667,27.20787197,0.189169099,127.4708333,130.8916667,4.941666667,124,3.983333333,1
428,57.75833333,31.58323682,0.020611534,116.2375,124.9458333,5.833333333,128.4041667,5.804166667,1
429,72.4125,15.49484682,0.284925407,110.3791667,128.775,21.59583333,125.1875,16.1875,1
430,84.70833333,8.959889456,0.095709117,76.72916667,127,15.9375,130,14.50416667,1
431,90.03333333,39.95724956,27.67644238,111.3,131.6583333,13.57083333,122.1208333,15.02083333,1
432,50.7,34.03467406,0.045435109,96.04166667,123.65,11.15416667,130,10.2,1
433,9.916666667,2.817783515,0.252993149,91.52916667,131.2541667,11.12083333,125.4833333,14.5875,0
434,132.6,171.703631,0.053384275,119.0166667,122.2208333,16.28333333,132.1666667,17.01666667,1
435,86.33333333,70.30385607,0.040441557,123.0875,125,5.970833333,129.0916667,4.7875,1
436,29.85833333,5.484590586,0.728300378,129.1708333,129.1458333,10.95833333,122.2708333,18.70833333,1
437,25.04166667,35.67652354,21.6349425,101.5916667,126.1083333,8.791666667,131.725,12.8875,0
438,85.78333333,74.86674059,0.035408025,115.8208333,126.9458333,8.483333333,126.7666667,9.058333333,1
439,24.82083333,13.31540017,0.168376426,62.4375,125.0083333,9.779166667,130.5208333,8.129166667,0
440,178.4875,32.60260377,0.268788212,82.2125,127.85,23.95833333,126.4333333,20.09166667,1
441,100.4875,117.5380482,4.237119895,109.2333333,122.9666667,27.6125,133.1375,28.8,1
442,107.5916667,51.79170521,64.7997443,123.9,129.125,14.0625,125.6041667,11.02916667,1
443,205.775,37.64352218,0.408839057,121.275,119.175,12.125,124.9833333,6.179166667,1
444,23.09583333,11.55692029,0.05706723,107.5875,131.15,10.74583333,133.4291667,18.14166667,0
445,48.95833333,53.55035523,0.270150383,121.3,131.3083333,1.879166667,117.7416667,2.995833333,1
446,57.5625,56.71827615,1.019274263,126.0625,122.325,7.516666667,129.8541667,5.8375,1
447,43.97916667,29.20013515,0.042777553,96.85416667,123.9125,11.89583333,128.675,9.595833333,1
448,33.7875,6.932970167,0.27362092,145.5166667,125.9125,3.9125,128,4.895833333,1
449,59.3875,12.12215096,0.124103249,128.1541667,125.6541667,4.920833333,126,3.895833333,1
450,36.6375,45.66155356,0.093543901,120.1583333,121.2791667,8.225,131.7291667,10.24166667,1
451,26.65416667,20.1620079,0.228095111,118.9583333,136.7375,8.141666667,136.7625,8.741666667,1
452,89.575,15.58679163,0.107569159,92.15833333,124.4833333,21.36666667,131.1166667,26.99583333,1
453,175.9166667,32.52468494,0.220613701,71.89166667,128,33.6,125,15.22083333,1
454,55.4875,11.08284017,0.412196631,122.5,114.6208333,18.17083333,128.2625,14.15,1
455,50.50416667,46.92301715,0.253765992,133.7083333,125.9916667,36.60833333,124.9791667,30.11666667,1
456,19.67916667,39.42467197,0.204642219,101.1708333,123.3541667,5.625,131.0583333,7.570833333,0
457,43.54166667,21.39463652,0.442974148,122.9541667,122.8833333,7.141666667,125.1083333,11.69583333,1
458,203.0041667,30.67862134,0.323913614,115.1166667,123,10.49583333,130.675,13.54166667,1
459,75.375,26.84149929,102.2996566,129.2708333,123,11.91666667,130.9791667,15,1
460,146.1041667,91.93902811,96.90366136,115.3333333,128.7708333,14.04166667,127.1,15.97083333,1
461,64.92083333,14.16327611,0.210786534,119.875,124.2333333,20.99583333,128.8416667,20.8375,1
462,11.45833333,3.390089707,10.05988598,78.09583333,125,6.4,135.15,13.67916667,0
463,131.3416667,24.58586862,0.035098684,105.2,128.0083333,19.79166667,128.975,21.85833333,1
464,122.925,27.67158789,46.25513748,120.8833333,128.175,25.5375,128.7125,33,1
465,35.9375,8.794125084,6.906052035,83.32916667,123.9333333,8.583333333,128.8041667,6.8625,0
466,34.5375,22.40820377,0.053302261,89.35,125.0708333,7.645833333,128.4625,4.991666667,0
467,16.64583333,8.495321243,2.66909331,61.7375,122.7875,9.054166667,132.6458333,10.29166667,0
468,24.375,10.81780703,0.062312951,112.3208333,135.4791667,7.241666667,120.1208333,8.9875,0
469,78.3875,17.00193251,0.104770652,118.4583333,138,9.066666667,116,10.41666667,1
470,7.6875,2.491643347,0.135041204,65.49166667,127,1.870833333,125.5958333,3.708333333,0
471,47.44166667,38.26745916,14.19959958,132.075,127.525,16.40833333,122.2875,18.60416667,1
472,63.4875,67.01827197,0.076058384,117.8125,130.65,8.4875,124.2416667,9.145833333,1
473,76.7125,76.42195941,0.025161679,121.4958333,125.7916667,10.83333333,126.9875,8.95,1
474,40.27083333,37.17271925,0.035026436,70.57916667,125,11.27083333,133.05,25.30416667,0
475,87.40833333,114.2084343,0.855124421,123.2416667,127.1791667,9.025,126.8458333,7.645833333,1
476,54.225,26.51983682,0.049269618,127.2541667,126.8791667,3.983333333,127,3.604166667,1
477,33.30833333,4.468420998,16.64824007,153.3625,123.2416667,18.59166667,136.45,36.3625,1
478,138.1833333,25.17204715,0.188320376,99.20416667,130.7541667,23.08333333,123.4125,21.68333333,1
479,153.8125,68.33484895,0.192519644,116.2666667,121.2666667,11.88333333,129.9333333,14.86666667,1
480,48.225,62.58853947,26.0218797,86.66666667,125.8208333,14.77083333,127.4166667,11.1625,1
481,66.62916667,10.40029414,0.130947361,109.1833333,125.7333333,13.37083333,126.8,13.25833333,1
482,80.41666667,39.89545816,0.15716382,115.0041667,128.9666667,9.975,125.45,7.541666667,1
483,54.09166667,38.54113946,0.331473618,123.0375,118.2708333,6.529166667,134.1041667,6.420833333,1
484,49.84166667,11.36054925,0.019819871,93.37916667,121,14.00416667,132,14.15,0
485,14.4,15.14499351,0.070941854,109.5666667,111.7916667,10.2625,127.2416667,13.075,0
486,103.6791667,46.41003766,0.057272147,128.5208333,125.9958333,6.716666667,127.2708333,4.983333333,1
487,31.08333333,33.50846276,0.033964841,121.9416667,127.4458333,8.4,126.2333333,8.320833333,1
488,40.4,37.49268519,0.268650524,105.3208333,110.8125,14.0875,123.5,9.120833333,1
489,12.24583333,3.557659054,0.387252286,130.4875,132.3166667,5.091666667,120.7833333,3.775,0
490,52.60416667,25.0887416,7.808525661,127.0708333,124.6,5.429166667,129.9791667,5.933333333,1
491,41.25,46.28413054,0.047802977,140.8375,128.6208333,6.245833333,123.5208333,6.9625,1
492,178.6708333,11.52052422,7.006545471,123.0541667,123,11.4875,123,5.583333333,1
493,98.64583333,106.9589115,0.132542265,123.775,125.8416667,8.1375,128.8208333,8.458333333,1
494,120.9041667,46.44556987,0.184337721,112.8291667,129.9708333,18.75416667,125.5208333,19.77916667,1
495,70.11666667,30.32072126,4.683610168,126.05,125.1291667,6.845833333,129.6125,8.933333333,1
496,29,1.23351113,0.397322802,105.9958333,122,6.0125,130,5.795833333,0
497,60.61666667,59.51312887,0.088939253,115.9875,128.0875,11.725,125.5166667,9.508333333,1
498,29.26666667,32.64608056,15.4248327,139.925,125.3,11.25,127.0875,14.15,1
499,153.4,28.98218452,0.084770609,84.1125,127,32.77916667,127,25.6375,1
500,86.2,84.107659,0.023846465,119.175,128.125,8.116666667,125.6208333,8.25,1
501,85.29166667,43.70260946,0.169217721,123.5583333,127.5666667,6.05,127.2625,5.270833333,1
502,17.16666667,3.31617183,6.248768703,52,127,7.8125,128,12.93333333,0
503,34.98333333,13.44349745,0.123501007,125.9125,114.9,18.93333333,138.5458333,14.59166667,1
504,54.725,13.95875075,0.206252966,118.05,126,3.391666667,128,2.804166667,1
505,45.04166667,71.18698109,23.86756177,122.9875,130.2125,5,125.2208333,8.145833333,1
506,32.07083333,21.28393975,0.036944019,123.3666667,127,3.791666667,125.8291667,3.583333333,1
507,58.96666667,28.82353632,0.106238671,112.15,127.725,3.3125,124.275,4.366666667,1
508,45.85833333,53.62920813,6.573799565,102.2375,121.4291667,12.51666667,135.9625,14.74166667,1
509,7.504166667,2.4870741,0.253512414,61.05833333,129.2875,10.4125,132.6958333,11.05833333,0
510,61.85,63.67461632,0.036832417,120.0291667,128.1833333,6.358333333,125.9833333,5.683333333,1
511,85.90833333,13.61441621,35.64357035,109.4958333,125,13.25416667,127,7.733333333,1
512,11.99583333,3.574139364,7.484433248,81.925,117,9.895833333,123.1291667,6.9875,0
513,71.2,91.08188912,0.024128334,129.9416667,126.2666667,4.691666667,127.7333333,4.525,1
514,25.7625,33.04579247,0.124663803,121.225,124.9291667,4.558333333,129.4041667,5.866666667,1
515,46.04583333,28.83353264,0.029480393,128.925,126.3583333,4.145833333,126.3208333,4.808333333,1
516,75.92916667,75.48565732,0.029010451,123.3416667,126.8458333,6.075,128.4041667,8.791666667,1
517,63.15416667,41.32021715,0.096111338,118.4291667,124.25,10.01666667,129.3916667,9.616666667,1
518,8.891666667,3.858361856,16.33784939,72.55416667,118.9708333,2.8375,143.4625,6.641666667,0
519,9.658333333,8.131347824,0.065226966,62.57083333,127.6541667,8.970833333,132.2541667,18.86666667,0
520,17.7375,15.79125774,0.153880896,129.2333333,131.35,4.120833333,111.775,5.416666667,1
521,62.95416667,8.542380795,0.669691519,73.18333333,125.8083333,13.55416667,129.1916667,12.22083333,0
522,14.2625,10.65877557,25.20869719,57.9125,126.4375,3.575,127.975,5.7125,0
523,67.075,18.70278996,0.087541768,100.8791667,124,10.55833333,129.125,9.9875,1
524,55.73333333,15.17686895,0.10938687,84.32083333,120.2458333,27.425,123.4833333,17.59166667,0
525,45.66666667,31.09089665,0.045330839,98.92916667,123.0041667,7.695833333,130,6.683333333,1
526,119.6333333,44.53819163,0.178247503,115.7541667,118.7458333,48.14166667,123.2791667,18.8875,1
527,79.02083333,24.52678159,0.064577712,124.4,128,5.975,126.2416667,4.991666667,1
528,8.395833333,2.39673762,15.02104908,58.20416667,122.5333333,7.266666667,132.775,8.0375,0
529,190.6875,73.73678619,0.088321751,113.0166667,120.9708333,21.42916667,130,5.308333333,1
530,19.56666667,8.401059665,0.088019881,110.6125,138.8541667,6.795833333,118.4041667,8.525,0
531,87.45,34.93392783,0.976939849,91.45833333,125.6,5.808333333,127.4833333,4.070833333,1
532,174.9416667,24.67574657,0.637627512,71.08333333,129.7708333,32.2,123.2291667,16.4375,1
533,47.85416667,20.65244799,0.086355966,131.7375,119.4166667,22.50416667,122.0458333,17.26666667,1
534,173.6416667,47.97558075,0.057045072,117.8125,125.375,14.4625,124.3291667,7.366666667,1
535,130.0916667,29.25883347,0.112975698,113.7125,129,8.758333333,127,8.495833333,1
536,40.40416667,32.19653891,0.108189948,120.7458333,126.5916667,7.433333333,126.4625,7.083333333,1
537,118,45.07980679,29.72509169,103.4208333,124.525,27.5125,129.85,36.725,1
538,82.28333333,44.11709749,0.08818198,115.925,126.825,9.941666667,130.6666667,14.21666667,1
539,13.20833333,4.429033508,90.95147812,78.38333333,124.1166667,5.25,134.75,8.3,0
540,17.63333333,13.77783501,3.164852629,86.65,128.175,7.55,120.9416667,15.03333333,0
541,166.1833333,84.86410293,0.091588265,88.725,134.7416667,34.3375,124.7416667,16.55416667,1
542,86.97916667,37.54280711,0.019289524,99.57916667,116.8208333,48.45,130.6458333,28.34583333,1
543,99.6625,53.85481715,0.039802793,117.4875,129.7291667,10.225,125.1458333,9.791666667,1
544,40.5,59.58157531,0.036362528,99.225,122.8708333,9.779166667,131.4458333,11.52083333,1
545,50.35416667,39.29360678,0.208040614,73.22916667,128.3125,5.841666667,126.6916667,2.979166667,0
546,109.1833333,23.46463682,0.106894948,122.8958333,129,6.995833333,125.55,6.345833333,1
547,42.4625,44.92401369,13.55636711,97.1,124.6875,11.99166667,131.8375,11.62083333,1
548,48.775,10.40571866,0.309808276,94.40833333,128.1083333,3.5625,126.7833333,3.658333333,0
549,47.67083333,15.75088456,20.521143,115.8041667,126,3.775,126.9166667,3.733333333,1
550,126,95.53335523,0.158366358,119.1833333,120.9708333,19.6625,130.2125,13.975,1
551,67.9125,21.35399121,0.076802229,101.5791667,123,12.27083333,130,10.73333333,1
552,50.76666667,17.28738568,0.465199312,119.45,126.0666667,2.904166667,128,2.504166667,1
553,89.72916667,82.26754435,0.047653635,129.4166667,127.3,8.258333333,126.5875,8.654166667,1
554,77.00833333,28.30511099,52.59063988,115.6583333,124.7625,9.241666667,128.9041667,7.316666667,1
555,38.95833333,11.16183121,0.301080234,123.4333333,123.7708333,15.40416667,122.0625,8.116666667,1
556,76.95416667,48.2210477,0.078125718,118.5541667,126.975,7.025,127.9208333,8.445833333,1
557,108.9708333,45.16183013,0.032348921,99.22916667,126.1041667,24.10833333,129.0708333,29.97083333,1
558,120.95,34.29053431,0.061028598,116.0041667,128,12.35416667,126,10.42083333,1
559,105.1,41.57194142,0.051826809,116.7291667,127,7.370833333,127.8,6.9,1
560,53.69583333,15.33487482,8.924062097,101.3375,139.025,28.19166667,131.4666667,29.9875,1
561,88.09583333,13.62907452,29.22455597,88.10833333,112.8458333,36.37083333,138.6208333,57.72916667,1
562,52.525,40.54968552,0.091308232,124.5,127.725,5.404166667,127.9125,6.9625,1
563,40.59583333,53.16399833,0.028900801,122.0041667,125.7291667,4.6625,128.8833333,7.35,1
564,9.841666667,2.716925397,0.406684066,85.45833333,129.8291667,8.975,130.7,10.87916667,0
565,17.85,49.81141632,0.129571479,119.2666667,123.3958333,2.804166667,129.7625,2.8875,1
566,80.9875,41.20097531,0.021930177,114.8708333,123.925,10.80833333,128.7791667,10.57083333,1
567,37.21666667,10.35752238,0.365540702,118.7125,126,4.970833333,126.0291667,3.758333333,1
568,67.925,113.6211623,0.021222287,122.3916667,126.6041667,8.716666667,127.0291667,6.75,1
569,53.30833333,23.89526862,0.054867057,108.7625,125.0041667,9.520833333,127.7166667,7.529166667,1
570,37.70416667,16.43610167,0.053711429,89.3875,123.9208333,6.158333333,129.1166667,5.6,0
571,49.62916667,31.65106381,0.147843008,107.75,117.6708333,15.22916667,123.7291667,10.14583333,1
572,6.091666667,4.326605701,17.65628016,132.6166667,137.975,10.85,93.15416667,12.93333333,0
573,16.1375,18.13355693,4.755395806,73.3,129.05,11.89583333,128.7208333,8.8125,0
574,52.15416667,13.98328088,0.336760571,120.75,126.0333333,18.18333333,126.125,21.04583333,1
575,108.6916667,46.4933251,0.141429048,97.4625,127.3333333,27.55,127.4041667,12.25833333,1
576,4.170833333,5.558732538,4.946980785,95.49583333,129.7291667,5.566666667,126.4333333,6.116666667,0
577,26.675,4.341505848,23.3014075,157.6333333,124.6625,12.725,133.6,27.87083333,1
578,70.5375,33.47414895,0.067261617,121.4625,127.0875,6.904166667,127.9708333,6.295833333,1
579,112.1041667,18.37601268,0.532158844,92.23333333,122.3583333,25.17916667,127.3041667,12.74583333,1
580,17.05833333,7.609036067,0.067966596,108.1625,138.3041667,6.458333333,124.1666667,13.5375,0
581,23.3375,46.17306318,0.035602546,100.45,123.65,4.908333333,128.9958333,4.283333333,0
582,42.66666667,60.4174159,0.060151612,116.7583333,124.9208333,6.841666667,128.6333333,7.329166667,1
